"ProtID","BIC1","BIC2","BIC3","BIC4","NumPeakLowBIC","NumPeakDelLowIntensity","Start1","Start2","Start3","Start3","Frac1","Frac2","Frac3","Frac4","Height1","Height2","Height3","Height4","Width1","Width2","Width3","Width4","Area1","Area2","Area3","Area4"
"AT3G55800.1", 961.6,945.8,956.4,966.9, 2,1, 9,24,,, 24.4,,,, 3.0091e+06,,,, 1.9744,,,, 1.053e+07,,,
"AT3G05180.1", 497.3,,,, 1,1, 25,,,, 25.2,,,, 3982,,,, 0.75531,,,, 5330.9,,,
"AT2G30060.1", 676.4,,,, 1,1, 25,,,, 25,,,, 50235,,,, 0.71,,,, 63218,,,
"AT5G43830.1;AT3G22850.1", 739.4,750.5,752.5,730.1, 4,4, 7,25,29,33, 7,25,29,33, 4480,17248,16069,8551.1, 0.71,0.72576,0.71,0.71001, 5637.8,22188,20222,10761
"AT3G04940.1", 702.2,704.4,714.3,, 1,1, 25,,,, 24.7,,,, 24283,,,, 1.1857,,,, 51031,,,
"AT3G06350.1", 684,666.2,752.9,738.2, 2,1, 12,25,,, 25.2,,,, 51774,,,, 1.42,,,, 1.3031e+05,,,
"AT1G48600.1;AT1G48600.2", 721.7,706,712.3,733.6, 2,2, 6,25,,, 6,24.8,,, 11672,48628,,, 0.71,1.4935,,, 14689,1.2873e+05,,
"AT2G28470.2;AT2G28470.1", 730.9,733.7,743.6,753.7, 1,1, 25,,,, 25,,,, 46100,,,, 1.7865,,,, 1.4598e+05,,,
"AT5G28020.6;AT5G28020.4;AT5G28020.3;AT5G28020.2;AT5G28020.1;AT5G28020.5", 692.7,677.8,685.3,, 2,1, 25,33,,, 25.3,,,, 81294,,,, 1.077,,,, 1.5519e+05,,,
"AT2G45790.1", 705.4,712.2,,, 1,1, 25,,,, 25.5,,,, 58919,,,, 1.7153,,,, 1.7913e+05,,,
"AT2G17420.1;AT4G35460.1", 717.4,695.4,,, 2,1, 7,25,,, 25.4,,,, 1.0325e+05,,,, 1.1776,,,, 2.1549e+05,,,
"AT5G63800.1", 782,782.2,791.4,, 1,1, 25,,,, 24.9,,,, 1.1007e+05,,,, 1.0635,,,, 2.0748e+05,,,
"AT4G14880.4;AT4G14880.3;AT4G14880.2;AT4G14880.1;AT3G22460.1", 882.1,892.8,903.6,914.5, 1,1, 25,,,, 25.2,,,, 1.2168e+06,,,, 1.7077,,,, 3.683e+06,,,
"AT5G36790.3;AT5G36790.2;AT5G36790.1;AT5G36700.4;AT5G36700.2;AT5G36700.1;AT5G36700.3", 890.9,899.9,910.5,921.3, 1,1, 25,,,, 25,,,, 1.6408e+06,,,, 1.7102,,,, 4.9736e+06,,,
"AT3G07670.1", 471.4,,,, 1,1, 26,,,, 26.5,,,, 2155,,,, 1.0284,,,, 3928.2,,,
"AT2G02390.2;AT2G02390.1;AT2G02390.3;AT2G02380.1", 641.3,,,, 1,1, 26,,,, 26.3,,,, 32597,,,, 0.85511,,,, 49405,,,
"AT5G36890.2;AT5G36890.1", 700.6,,,, 1,1, 26,,,, 26.2,,,, 31034,,,, 0.71241,,,, 39187,,,
"AT1G21440.1", 670,658.8,,, 2,2, 20,26,,, 20,26.3,,, 5677.5,19103,,, 0.71,1.3631,,, 7144.9,46155,,
"AT4G15550.1", 691,698.5,,, 1,1, 26,,,, 26.1,,,, 39363,,,, 0.82011,,,, 57218,,,
"AT1G24100.1", 675.5,,,, 1,1, 26,,,, 26,,,, 61179,,,, 1.0772,,,, 1.1681e+05,,,
"AT2G43945.1", 710.9,721,731.8,742.7, 1,1, 26,,,, 25.6,,,, 41070,,,, 1.8543,,,, 1.3498e+05,,,
"AT1G09830.1", 727.9,731.7,741.7,752.1, 1,1, 26,,,, 26.2,,,, 67787,,,, 0.99769,,,, 1.1987e+05,,,
"AT3G59870.1", 689.2,687.6,,, 2,1, 12,26,,, 26.1,,,, 57079,,,, 1.6745,,,, 1.6941e+05,,,
"AT1G09430.1", 771.9,757.7,764.3,771.7, 2,2, 16,26,,, 15.6,26.1,,, 22640,45159,,, 0.8639,0.8107,,, 34667,64891,,
"AT5G11520.1", 760.3,823.9,779.1,792.3, 1,1, 26,,,, 25.6,,,, 91435,,,, 1.2271,,,, 1.9887e+05,,,
"AT5G37850.2;AT5G37850.1;AT5G37850.3", 767,770.3,780.9,, 1,1, 26,,,, 25.9,,,, 99843,,,, 1.2691,,,, 2.2459e+05,,,
"AT3G18060.1", 733.7,741.1,746.2,757.7, 1,1, 26,,,, 25.9,,,, 96388,,,, 1.7817,,,, 3.0439e+05,,,
"AT4G26900.1", 770.4,759.6,764,770.3, 2,1, 26,33,,, 26.5,,,, 1.3417e+05,,,, 1.1521,,,, 2.7398e+05,,,
"AT1G21670.1", 763.2,751.5,746,752.7, 3,1, 9,16,26,, 25.7,,,, 1.317e+05,,,, 1.3768,,,, 3.2139e+05,,,
"AT1G31190.1", 750.1,743.8,754.5,765.4, 2,1, 26,34,,, 25.6,,,, 1.4767e+05,,,, 1.5332,,,, 4.0129e+05,,,
"AT1G23190.1", 755.8,755.8,766.5,777.4, 1,1, 26,,,, 25.4,,,, 1.2663e+05,,,, 1.9414,,,, 4.3575e+05,,,
"AT1G09780.1", 833.1,843.2,853.9,864.7, 1,1, 26,,,, 25.9,,,, 4.4174e+05,,,, 1.561,,,, 1.2222e+06,,,
"AT1G70730.1;AT1G70730.3;AT1G70730.2", 862.5,872.1,881.9,892.8, 1,1, 26,,,, 25.9,,,, 5.3598e+05,,,, 1.7842,,,, 1.695e+06,,,
"AT3G55440.1", 968.7,945.5,955.3,966.2, 2,2, 26,33,,, 27,32.6,,, 1.3821e+06,2.923e+05,,, 2.0853,0.93087,,, 5.1082e+06,4.8228e+05,,
"AT2G21170.1;AT2G21170.2", 971.5,981.8,992.2,1003, 1,1, 26,,,, 26.8,,,, 1.9644e+06,,,, 1.9761,,,, 6.8804e+06,,,
"AT3G04790.1", 963.8,972.9,979.4,990.1, 1,1, 26,,,, 26.4,,,, 2.4025e+06,,,, 1.9205,,,, 8.1778e+06,,,
"AT1G01420.1;AT4G01070.2", 535.1,536.3,,, 1,1, 27,,,, 27.1,,,, 6462.7,,,, 1.4042,,,, 16085,,,
"AT1G59700.1", 705.1,707.4,718.3,, 1,1, 27,,,, 27.3,,,, 61080,,,, 1.8106,,,, 1.9602e+05,,,
"AT5G17310.2;AT5G17310.1", 713.5,721,731.1,, 1,1, 27,,,, 27.4,,,, 78013,,,, 1.5623,,,, 2.1602e+05,,,
"AT4G23100.3;AT4G23100.1;AT4G23100.2", 805.9,803.7,813.9,824.5, 2,2, 4,27,,, 4,27.6,,, 27607,92852,,, 0.71,2.0251,,, 34742,3.3329e+05,,
"AT4G14040.1", 740.2,734.1,741.5,750.1, 2,1, 20,27,,, 27.3,,,, 1.1474e+05,,,, 1.9307,,,, 3.9265e+05,,,
"AT1G15950.2;AT1G15950.1", 530.1,,,, 1,1, 28,,,, 28.2,,,, 11755,,,, 1.2779,,,, 26625,,,
"AT2G30140.2;AT2G30140.1", 631.3,619.9,,, 2,2, 14,28,,, 14,28.1,,, 3005.5,9364,,, 0.71,1.4505,,, 3782.3,24075,,
"AT2G35500.1", 636.9,644.8,,, 1,1, 28,,,, 27.9,,,, 18718,,,, 0.95669,,,, 31740,,,
"AT5G48930.1", 663.4,651.5,,, 2,2, 28,35,,, 28.1,35,,, 20519,5265.9,,, 0.94074,0.71,,, 34214,6626.9,,
"AT3G53560.1", 686.5,643.2,631,, 3,2, 15,28,35,, 28.5,35,,, 26577,7674.3,,, 0.87596,0.71,,, 41263,9657.6,,
"AT5G49215.2;AT5G49215.1", 674.1,,,, 1,1, 28,,,, 27.3,,,, 20317,,,, 1.6566,,,, 59656,,,
"AT3G09940.2;AT3G09940.1", 601.3,611.5,,, 1,1, 28,,,, 28.2,,,, 25784,,,, 1.5003,,,, 68566,,,
"AT2G25450.1", 705.2,693.8,,, 2,2, 4,28,,, 3.97,27.9,,, 9047,31321,,, 0.71,1.5129,,, 11385,83992,,
"AT2G21385.2;AT2G21385.1;AT2G21385.3;AT2G21385.4", 702.7,689.1,729.3,731.8, 2,2, 21,28,,, 21,28.2,,, 8768.4,37975,,, 0.71,1.613,,, 11035,1.0857e+05,,
"AT2G21370.1;AT2G21370.2", 681.3,672,682.9,, 2,1, 28,33,,, 28.4,,,, 45933,,,, 1.8652,,,, 1.5186e+05,,,
"AT1G10370.1", 720.1,715.1,725.8,, 2,1, 28,33,,, 27.9,,,, 80517,,,, 1.4699,,,, 2.0977e+05,,,
"AT2G30870.1", 791.1,782,791.5,802.2, 2,1, 17,28,,, 28.6,,,, 2.2791e+05,,,, 1.4625,,,, 5.9079e+05,,,
"AT1G78370.1", 787.3,768,778.7,789.4, 2,1, 28,37,,, 28.4,,,, 2.6924e+05,,,, 1.6134,,,, 7.6993e+05,,,
"AT5G03630.1", 767.6,778.2,788.7,799.6, 1,1, 28,,,, 28,,,, 3.763e+05,,,, 1.2728,,,, 8.4894e+05,,,
"AT1G09750.1", 819.5,819.2,830,840.9, 2,1, 28,38,,, 27.3,,,, 3.9913e+05,,,, 2.1906,,,, 1.5497e+06,,,
"AT5G66190.1;AT5G66190.2", 876.3,953.2,985.1,897.5, 1,1, 28,,,, 28.5,,,, 5.9115e+05,,,, 1.552,,,, 1.6262e+06,,,
"AT4G25100.5;AT4G25100.3;AT4G25100.2;AT4G25100.1;AT4G25100.4", 939.4,949.9,965.2,973.7, 1,1, 28,,,, 28.1,,,, 5.6854e+05,,,, 1.936,,,, 1.9509e+06,,,
"AT3G03250.1", 924.4,935.2,946,956.9, 1,1, 28,,,, 27.4,,,, 7.5901e+05,,,, 1.8699,,,, 2.5156e+06,,,
"AT1G78380.1", 875,879.3,889.1,899.9, 1,1, 28,,,, 27.9,,,, 9.7506e+05,,,, 2.0664,,,, 3.5712e+06,,,
"AT1G56190.2;AT1G56190.1", 937.3,947.3,959.3,969.9, 1,1, 28,,,, 28.1,,,, 1.3181e+06,,,, 1.8178,,,, 4.2467e+06,,,
"AT1G63940.1;AT1G63940.2;AT1G63940.4;AT1G63940.3", 949,949.7,993.1,972.7, 1,1, 28,,,, 27.7,,,, 9.5771e+05,,,, 2.5479,,,, 4.3251e+06,,,
"AT1G79550.2;AT1G79550.1", 933.1,1020,1048,1061, 1,1, 28,,,, 28.6,,,, 1.3919e+06,,,, 1.7854,,,, 4.4049e+06,,,
"AT1G50170.1", 704.2,692.1,695.8,, 2,2, 24,29,,, 24,29,,, 8709.4,38326,,, 0.71,1.3089,,, 10960,88918,,
"AT5G63980.1", 777.9,752,,, 2,2, 25,29,,, 25,29.3,,, 26691,68942,,, 0.71,0.71,,, 33589,86760,,
"AT3G52180.1;AT3G52180.2", 780.9,780.5,784.9,791.3, 2,2, 4,29,,, 4.8,29.4,,, 10355,55544,,, 2.1728,0.71,,, 39777,69899,,
"AT1G05010.1", 752.4,753.6,,, 1,1, 29,,,, 28.9,,,, 64400,,,, 1.7279,,,, 1.9723e+05,,,
"AT1G55480.1", 805,793.4,803.8,816.6, 2,1, 29,33,,, 29.1,,,, 1.4228e+05,,,, 1.3021,,,, 3.2837e+05,,,
"AT1G09500.2;AT1G09500.1;AT1G09500.3", 501.3,,,, 1,1, 30,,,, 29.8,,,, 8216.6,,,, 0.76627,,,, 11160,,,
"AT1G68760.1", 537.8,,,, 1,1, 30,,,, 29.6,,,, 6158,,,, 0.98919,,,, 10797,,,
"AT1G20696.3;AT1G20696.1;AT1G20696.2;AT1G20693.2;AT1G20693.3;AT1G20693.1", 526.5,,,, 1,1, 30,,,, 30.2,,,, 8834.2,,,, 0.78939,,,, 12360,,,
"AT5G46790.1", 605.3,,,, 1,1, 30,,,, 29.9,,,, 9195.5,,,, 0.71,,,, 11572,,,
"AT1G71860.3;AT1G71860.1;AT1G71860.2", 545.1,,,, 1,1, 30,,,, 30.1,,,, 8493.8,,,, 0.8684,,,, 13074,,,
"AT5G44720.1;AT5G44720.2", 596.6,586,,, 2,1, 30,35,,, 29.9,,,, 13807,,,, 0.71,,,, 17376,,,
"AT2G20630.1;AT2G20630.2;AT4G28400.1", 698.6,,,, 1,1, 30,,,, 30.8,,,, 5343.2,,,, 2.5617,,,, 24260,,,
"AT4G04880.1", 573.3,,,, 1,1, 30,,,, 29.8,,,, 20179,,,, 0.71,,,, 25394,,,
"AT3G55120.1", 649.3,,,, 1,1, 30,,,, 29.7,,,, 14393,,,, 0.8346,,,, 21291,,,
"AT2G33590.1;AT2G33600.1", 702.9,713.3,724,, 1,1, 30,,,, 30.7,,,, 7669.9,,,, 2.5792,,,, 35063,,,
"AT5G19240.1", 682.3,685.7,,, 1,1, 30,,,, 30,,,, 30497,,,, 0.71,,,, 38379,,,
"AT5G48180.1", 686,690.4,,, 1,1, 30,,,, 29.7,,,, 18168,,,, 1.1208,,,, 36091,,,
"AT1G12230.1;AT1G12230.2", 688.1,688.2,704.2,, 1,1, 30,,,, 29.5,,,, 22076,,,, 1.0836,,,, 42401,,,
"AT1G09490.2;AT1G09490.1", 730.6,750.8,,, 1,1, 30,,,, 30.2,,,, 14790,,,, 2.6213,,,, 68716,,,
"AT1G19130.1", 726.4,730.1,737.8,748.8, 1,1, 30,,,, 29.5,,,, 48820,,,, 1.2292,,,, 1.0636e+05,,,
"AT5G04430.1;AT5G04430.2", 765.7,815.4,783.9,, 1,1, 30,,,, 29.8,,,, 65324,,,, 0.85418,,,, 98900,,,
"AT5G23440.1", 794,803,,, 1,1, 30,,,, 29.7,,,, 74653,,,, 0.82696,,,, 1.0942e+05,,,
"AT2G42530.1", 823.4,834.2,844.9,855.8, 1,1, 30,,,, 31.1,,,, 47827,,,, 2.4871,,,, 2.1083e+05,,,
"AT3G07720.1", 823.1,828.5,836.9,, 1,1, 30,,,, 30.5,,,, 49198,,,, 2.3205,,,, 2.0235e+05,,,
"AT1G56500.1", 750.6,751.3,762.2,, 1,1, 30,,,, 29.6,,,, 1.0522e+05,,,, 1.1586,,,, 2.1607e+05,,,
"AT5G47840.1", 817.9,828.1,838.8,849.6, 1,1, 30,,,, 30,,,, 1.2694e+05,,,, 0.76265,,,, 1.716e+05,,,
"AT2G45990.2;AT2G45990.1;AT2G45990.3;AT2G45990.4", 830.2,840.9,851.8,862.7, 1,1, 30,,,, 30.9,,,, 68779,,,, 2.6006,,,, 3.1703e+05,,,
"AT2G30200.1;AT2G30200.2", 888.9,899.7,910.6,924.1, 1,1, 30,,,, 30.4,,,, 1.321e+05,,,, 2.3272,,,, 5.4488e+05,,,
"AT3G61220.1;AT3G61220.2", 903.7,914.4,905.3,916.2, 1,1, 30,,,, 30.5,,,, 1.3851e+05,,,, 2.1893,,,, 5.375e+05,,,
"AT1G75280.1;AT1G75300.1;AT1G75290.1", 916.9,927.4,938.3,944.7, 1,1, 30,,,, 30.5,,,, 1.7671e+05,,,, 2.3482,,,, 7.3546e+05,,,
"AT5G66570.1", 875.7,886.2,893.4,904.3, 1,1, 30,,,, 29.3,,,, 2.0457e+05,,,, 1.7111,,,, 6.2042e+05,,,
"AT1G67280.1;AT1G67280.2", 962.7,973.5,989.4,1000, 1,1, 30,,,, 30.3,,,, 3.7586e+05,,,, 2.2448,,,, 1.4955e+06,,,
"AT3G48420.1", 1003,1014,1037,1048, 1,1, 30,,,, 30.9,,,, 5.842e+05,,,, 2.6275,,,, 2.7206e+06,,,
"AT1G16080.1", 1022,1039,1049,1060, 1,1, 30,,,, 30.2,,,, 8.6288e+05,,,, 2.499,,,, 3.822e+06,,,
"AT2G11890.2;AT2G11890.1", 548.8,,,, 1,1, 32,,,, 32.3,,,, 4922.4,,,, 0.90826,,,, 7924.4,,,
"AT1G50670.1", 562.3,,,, 1,1, 32,,,, 32.4,,,, 8114,,,, 0.99604,,,, 14325,,,
"AT3G26420.1", 609.6,,,, 1,1, 32,,,, 32.4,,,, 8259.5,,,, 1.0061,,,, 14729,,,
"AT3G12800.1;AT2G07640.1", 660.8,655.2,661.1,, 2,2, 21,32,,, 21.6,32,,, 3701.4,9470.2,,, 1.2211,0.71,,, 8011.2,11918,,
"AT5G42770.1;AT5G42770.2", 614.2,,,, 1,1, 32,,,, 32.1,,,, 21164,,,, 0.71,,,, 26634,,,
"AT5G64120.1", 638.7,644.7,,, 1,1, 32,,,, 32.2,,,, 24311,,,, 0.74731,,,, 32202,,,
"AT2G44310.1", 729.1,739.7,,, 1,1, 32,,,, 32.4,,,, 44384,,,, 1.1867,,,, 93352,,,
"AT2G20890.1", 741.3,742.3,752.7,763.6, 1,1, 32,,,, 32.5,,,, 77305,,,, 1.1319,,,, 1.551e+05,,,
"AT5G60360.1;AT5G60360.2;AT5G60360.3;AT3G45310.2;AT3G45310.1", 805.2,813.6,,, 1,1, 32,,,, 32.2,,,, 1.2874e+05,,,, 0.81406,,,, 1.8576e+05,,,
"AT1G02930.2;AT1G02930.1", 811.7,812.3,821.1,830.9, 1,1, 32,,,, 32.4,,,, 1.8624e+05,,,, 1.061,,,, 3.5024e+05,,,
"AT1G76080.1", 886.5,895.3,905.8,916.6, 1,1, 32,,,, 32.3,,,, 2.3852e+05,,,, 1.0199,,,, 4.3118e+05,,,
"AT4G08390.3;AT4G08390.2;AT4G08390.1;AT4G08390.4;AT2G18140.1;AT2G18150.1", 919.9,923.7,934.6,945.5, 1,1, 32,,,, 32.4,,,, 5.2856e+05,,,, 1.1264,,,, 1.0553e+06,,,
"AT3G57260.1", 894.7,883.3,894.2,905, 2,1, 21,32,,, 32.6,,,, 6.4367e+05,,,, 1.0869,,,, 1.24e+06,,,
"AT5G02790.1", 906.6,893.1,904,914.8, 2,1, 13,32,,, 32.5,,,, 8.9273e+05,,,, 1.0688,,,, 1.6912e+06,,,
"AT2G25280.1", 559.6,564.3,,, 1,1, 33,,,, 33,,,, 25391,,,, 0.71,,,, 31953,,,
"AT1G53070.1", 700.9,706.6,,, 1,1, 33,,,, 33,,,, 19398,,,, 0.93207,,,, 32047,,,
"AT5G39730.1", 751.6,754.1,761.8,, 1,1, 33,,,, 32.8,,,, 1.2685e+05,,,, 1.1995,,,, 2.6968e+05,,,
"AT4G38680.1", 829.8,832.6,848.1,859, 1,1, 33,,,, 33.3,,,, 2.0239e+05,,,, 1.6478,,,, 5.9112e+05,,,
"AT1G70890.1", 819.7,830.3,840.9,849.4, 1,1, 33,,,, 32.9,,,, 3.634e+05,,,, 1.2053,,,, 7.7635e+05,,,
"AT3G10520.1", 849.7,860,870.3,881, 1,1, 33,,,, 33.3,,,, 3.5856e+05,,,, 1.195,,,, 7.5948e+05,,,
"AT3G63190.1", 934.6,944.8,955.5,966.4, 1,1, 33,,,, 32.9,,,, 1.2106e+06,,,, 1.282,,,, 2.7508e+06,,,
"AT1G23440.1", 557.8,,,, 1,1, 34,,,, 34.3,,,, 4125.9,,,, 0.91139,,,, 6665,,,
"AT5G48580.1", 691.8,694.3,707.4,712.2, 1,1, 34,,,, 33.8,,,, 17590,,,, 1.3686,,,, 42670,,,
"AT1G65980.1;AT1G65980.2;AT1G65970.1;AT1G60740.1", 782.5,788.2,797.3,807.7, 1,1, 34,,,, 34.1,,,, 1.9374e+05,,,, 1.7338,,,, 5.9528e+05,,,
"AT5G52970.1", 620.1,,,, 1,1, 35,,,, 36,,,, 6912.4,,,, 1.6179,,,, 19557,,,
"AT2G28605.1", 646.3,652.3,,, 1,1, 35,,,, 34.7,,,, 17247,,,, 0.81637,,,, 24956,,,
"AT4G11600.1", 695.6,693.1,700.8,709.7, 2,1, 25,35,,, 34.9,,,, 64756,,,, 1.5728,,,, 1.804e+05,,,
"AT3G46000.1", 740.4,724.5,734.4,, 2,2, 4,35,,, 4,34.9,,, 15318,38312,,, 0.71,2.9296,,, 19277,1.9109e+05,,
"AT1G23130.1", 693,693.6,692.7,, 3,1, 23,27,35,, 35.1,,,, 84348,,,, 1.826,,,, 2.7181e+05,,,
"AT2G36060.3;AT2G36060.1", 628.2,,,, 1,1, 36,,,, 36.5,,,, 15443,,,, 2.0373,,,, 51291,,,
"AT1G14400.2;AT1G14400.1", 632.2,,,, 1,1, 36,,,, 36.1,,,, 40049,,,, 0.92386,,,, 65574,,,
"AT5G59880.2;AT5G59880.1", 843.2,852.4,862.9,873.7, 1,1, 36,,,, 36,,,, 5.0678e+05,,,, 2.0314,,,, 1.7457e+06,,,
"AT1G19730.1", 463.9,,,, 1,1, 37,,,, 37.2,,,, 12894,,,, 1.1646,,,, 25019,,,
"AT2G36130.1", 599.7,,,, 1,1, 37,,,, 36.9,,,, 20992,,,, 1.2478,,,, 44847,,,
"AT5G42850.2;AT5G42850.1", 640.6,609.4,,, 2,1, 13,37,,, 36.8,,,, 25877,,,, 1.2086,,,, 54251,,,
"AT4G28660.1;AT4G28660.2", 579.7,732.6,,, 1,1, 37,,,, 37,,,, 39597,,,, 1.4961,,,, 96634,,,
"AT5G13120.2;AT5G13120.1", 683.9,676.9,,, 2,1, 33,37,,, 37.2,,,, 84247,,,, 1.5541,,,, 2.0448e+05,,,
"AT4G25130.1", 856.4,900.7,868.9,866, 1,1, 37,,,, 35.8,,,, 92464,,,, 3.5453,,,, 4.9763e+05,,,
"AT4G37800.1", 833.6,838.7,849.2,860, 1,1, 37,,,, 36,,,, 2.1237e+05,,,, 2.3986,,,, 8.3655e+05,,,
"AT2G18328.1", 179,,,, 1,1, 38,,,, 38,,,, 6028.1,,,, 0.80096,,,, 7017,,,
"AT4G15545.1", 605.1,569.9,,, 2,1, 8,38,,, 37.9,,,, 26290,,,, 1.1421,,,, 41131,,,
"AT2G29960.2;AT2G29960.1", 605.2,,,, 1,1, 38,,,, 38,,,, 33963,,,, 1.1513,,,, 50623,,,
"AT5G45680.1", 631.9,,,, 1,1, 38,,,, 37.9,,,, 44230,,,, 0.9595,,,, 60608,,,
"AT5G03370.1", 746.6,,,, 1,1, 38,,,, 38,,,, 39532,,,, 0.80603,,,, 46298,,,
"AT4G03280.2;AT4G03280.1", 688.8,696.1,,, 1,1, 38,,,, 38,,,, 41687,,,, 0.89335,,,, 51861,,,
"AT1G17860.1", 517.4,,,, 1,1, 38,,,, 38,,,, 80389,,,, 0.83939,,,, 95707,,,
"AT1G43560.1", 756.1,766.3,770.1,, 1,1, 38,,,, 38,,,, 1.0687e+05,,,, 1.5805,,,, 2.014e+05,,,
"AT3G05350.1", 818.1,787.1,825.4,, 2,2, 16,38,,, 16.5,38,,, 57474,1.2761e+05,,, 0.71004,0.71,,, 72332,1.3495e+05,,
"AT1G29670.1", 744.8,745.3,748.9,759.5, 1,1, 38,,,, 38,,,, 1.331e+05,,,, 1.5316,,,, 2.4493e+05,,,
"AT1G50320.1", 705.7,715.2,,, 1,1, 38,,,, 38,,,, 1.8278e+05,,,, 1.2755,,,, 2.9353e+05,,,
"AT2G16600.1;AT2G16600.2", 893.8,904.1,914.9,923.7, 1,1, 38,,,, 38,,,, 2.2379e+06,,,, 1.4946,,,, 4.0427e+06,,,
"AT1G29250.1", 598.9,,,, 1,1, 4,,,, 4.89,,,, 1718,,,, 1.9866,,,, 6044.1,,,
"AT1G77940.1", 626.3,,,, 1,1, 4,,,, 4,,,, 7728.6,,,, 0.71,,,, 9726,,,
"AT1G72150.1", 664.5,673.1,,, 1,1, 4,,,, 4.64,,,, 4883.7,,,, 1.8782,,,, 16244,,,
"AT4G18810.1;AT4G18810.2", 747.4,758,768.7,779.6, 1,1, 25,,,, 24.9,,,, 1.6401e+05,,,, 1.8646,,,, 5.4205e+05,,,
"AT4G13430.1", 850,860,869.9,880.8, 1,1, 25,,,, 25.2,,,, 2.016e+05,,,, 1.2997,,,, 4.6443e+05,,,
"AT3G04920.1", 780.2,790.9,,, 1,1, 4,,,, 4.01,,,, 1.3324e+05,,,, 0.71,,,, 1.6768e+05,,,
"AT1G35680.1", 792.6,803.5,,, 1,1, 4,,,, 4.01,,,, 1.338e+05,,,, 0.71,,,, 1.6838e+05,,,
"AT2G41840.1;AT3G57490.1", 917.9,928.8,939.7,950.6, 1,1, 4,,,, 4.01,,,, 5.0262e+05,,,, 0.71,,,, 6.3252e+05,,,
"ATCG00380.1", 888,906.3,909.4,918, 1,1, 4,,,, 4,,,, 5.1978e+05,,,, 0.71,,,, 6.5411e+05,,,
"ATCG00120.1", 917.9,854.9,863.1,873.5, 2,2, 4,12,,, 4,12.2,,, 2.0635e+05,2.0286e+05,,, 0.71,1.2374,,, 2.5968e+05,4.4491e+05,,
"AT5G07090.2;AT2G17360.1;AT5G07090.1;AT5G58420.1;AT2G17360.2", 943,953.9,964.8,975.7, 1,1, 4,,,, 4.01,,,, 7.5133e+05,,,, 0.71,,,, 9.4551e+05,,,
"AT5G20290.1;AT5G59240.1", 957.2,968.1,979,989.9, 1,1, 4,,,, 4.01,,,, 7.3265e+05,,,, 0.71,,,, 9.22e+05,,,
"AT3G11130.1", 963.4,974,984.9,995.7, 1,1, 4,,,, 4,,,, 1.5905e+06,,,, 0.71001,,,, 2.0015e+06,,,
"AT3G27850.1;AT3G27830.1", 979.2,963.6,963.2,974, 3,3, 4,13,29,, 5.57,13,28.8,, 1.8582e+05,1.2257e+05,3.5503e+05,, 2.968,1.8003,1.7085,, 9.6982e+05,3.9111e+05,1.0751e+06,
"AT3G14210.1", 987.6,997.5,1008,1019, 1,1, 4,,,, 3.95,,,, 3.4272e+06,,,, 0.71,,,, 4.3129e+06,,,
"AT2G39730.1", 1109,1117,1127,1124, 1,1, 4,,,, 4.9,,,, 1.5599e+06,,,, 2.4286,,,, 6.6801e+06,,,
"AT2G38230.1;AT2G38210.1", 772.2,782.8,793.2,803.9, 1,1, 8,,,, 9.39,,,, 51212,,,, 2.894,,,, 2.6269e+05,,,
"AT3G54440.1;AT3G54440.3;AT3G54440.2", 748.2,690.7,651.2,, 3,1, 15,20,26,, 14.6,,,, 1.4853e+05,,,, 0.96885,,,, 2.5506e+05,,,
"AT3G23810.1", 641.4,629.4,640.2,, 2,1, 15,27,,, 15.2,,,, 1.5008e+05,,,, 1.1558,,,, 3.0745e+05,,,
"AT4G18440.1", 683.2,687.3,688.3,696.2, 1,1, 15,,,, 15,,,, 1.7692e+05,,,, 1.1294,,,, 3.5414e+05,,,
"AT1G50010.1;AT1G04820.1", 615.6,,,, 1,1, 4,,,, 3.99,,,, 23107,,,, 0.71,,,, 29079,,,
"AT1G48350.1", 677.1,673.2,,, 2,2, 4,21,,, 6.21,20.7,,, 2897.8,5892.5,,, 3.2016,0.71,,, 16349,7415.4,,
"AT1G79850.1", 631.8,,,, 1,1, 4,,,, 3.99,,,, 27799,,,, 0.71,,,, 34984,,,
"AT5G17990.1", 656.1,654.8,,, 2,2, 4,24,,, 4,24.3,,, 15047,4038.7,,, 0.71001,0.73274,,, 18937,5245.2,,
"AT5G25757.1;AT5G25754.1", 674.9,666.3,,, 2,2, 4,22,,, 4,22,,, 10494,5770.4,,, 0.71,0.71,,, 13206,7261.7,,
"AT5G26360.1", 700.5,,,, 1,1, 4,,,, 5.85,,,, 9438.1,,,, 2.2472,,,, 37577,,,
"AT1G16720.1", 667.1,655.1,,, 2,2, 4,17,,, 4,16.6,,, 22473,6325.2,,, 0.71,0.71725,,, 28281,8041.2,,
"AT5G13650.1;AT5G13650.2", 693.7,681.5,,, 2,2, 4,22,,, 4,22.4,,, 15988,9080.1,,, 0.71,0.71,,, 20120,11427,,
"AT1G20580.1;AT1G76300.1", 719.7,,,, 1,1, 4,,,, 5.16,,,, 10775,,,, 2.2507,,,, 42910,,,
"AT4G01310.1", 685.9,,,, 1,1, 4,,,, 4,,,, 22711,,,, 0.71,,,, 28581,,,
"AT2G09990.1", 730.5,,,, 1,1, 4,,,, 5.1,,,, 11701,,,, 2.3858,,,, 49323,,,
