Protein IDs,Bio1_proteinGroups_F28,Bio1_proteinGroups_F29,Bio1_proteinGroups_F30,Bio1_proteinGroups_F31,Bio1_proteinGroups_F32,Bio1_proteinGroups_F33,Bio1_proteinGroups_F34,Bio1_proteinGroups_F35,Bio1_proteinGroups_F36,Bio1_proteinGroups_F37,Bio1_proteinGroups_F38,Bio1_proteinGroups_F39,Bio1_proteinGroups_F40,Bio1_proteinGroups_F41,Bio1_proteinGroups_F42,Bio1_proteinGroups_F43,Bio1_proteinGroups_F44,Bio1_proteinGroups_F45,Bio1_proteinGroups_F46,Bio1_proteinGroups_F47,Bio1_proteinGroups_F48,Bio1_proteinGroups_F49,Bio1_proteinGroups_F50,Bio1_proteinGroups_F51,Bio1_proteinGroups_F52,Bio1_proteinGroups_F53,Bio1_proteinGroups_F54,Bio1_proteinGroups_F55,Bio1_proteinGroups_F56,Bio1_proteinGroups_F57,Bio1_proteinGroups_F58,Bio1_proteinGroups_F59,Bio1_proteinGroups_F60,Bio1_proteinGroups_F61,Bio1_proteinGroups_F62,Bio1_proteinGroups_F63,Bio1_proteinGroups_F64,Bio1_proteinGroups_F65
AT1G26630.1;AT1G26630.2;AT1G69410.1;AT1G13950.1,0,0,0,26014,0,7191.4,9722.2,0,0,0,0,0,0,0,6117.1,0,0,0,1094.2,0,0,0,2019.4,0,0,0,1469.7,1832.9,13424,14449,1222.3,59475,21185,4202.1,421.82,2980.5,0,0
AT5G53850.2;AT5G53850.1;AT5G53850.3,0,0,0,886.41,0,5197.3,32.365,0,0,0,0,0,0,21895,0,2125.9,0,0,0,0,502.71,4764.3,37.031,0,0,6183.4,5036.1,8981,2627.7,41469,0,65896,17630,0,4768.1,0,0,0
AT3G56240.1,48.677,0,260.35,0,606.24,0,0,0,0,0,3349.6,0,0,5011,0,0,32.451,0,0,1519.8,5494.4,0,47.95,0,0,3341.5,192.61,1188.8,6797.1,37016,11486,105230,39673,9802.7,1619.4,10137,299.01,0
AT3G56490.1,0,17.367,0,4468.6,0,0,0,0,0,0,0,0,0,0,0,0,6123.4,757.15,0,0,0,0,0,3784.9,2526.3,0,1713.4,0,42197,65886,5832.3,100300,50197,7600.9,0,0,0,0
AT3G06050.1,310.92,0,0,0,477.17,0,0,19303,0,5422.3,0,0,0,1974.6,1280.3,0,0,944.95,0,1106.5,0,0,0,2508.1,0,0,3519.4,0,5192,29228,2018.1,98764,61625,45648,24925,7594.9,9086.4,8171.1
AT1G15140.1;AT1G15140.3;AT1G15140.2,0,0,0,71403,299.45,18667,11174,0,0,0,0,0,0,0,1618.2,9292.5,22755,1983.2,0,7221.6,0,3332.5,0,0,0,4657.5,0,48730,54624,182030,23421,191350,99731,0,9570.3,0,0,2125.2
AT3G16640.1,440.7,0,0,59.287,846.64,0,0,0,0,0,4837.8,0,0,0,0,0,0,0,0,1500.7,0,0,0,2923.4,0,2144.5,1122.7,9177.6,57877,220150,62467,519810,313560,97150,24237,6550.3,0,4939
AT1G18640.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7036.5,0,0,0,5953.2,22460,0,0,0,0,0
AT2G03550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7263.3,29125,0,0,0,0,0
AT1G11650.1;AT1G11650.2,0,0,0,0,0,0,0,0,1982.2,0,0,0,0,0,0,5820.6,0,0,0,0,2106.6,0,0,0,0,6386.8,7299,0,1831.8,4057.1,0,0,16948,3864.4,0,0,0,0
AT1G07080.1,0,0,248.59,0,411.11,0,0,0,0,0,0,0,0,0,1980.2,0,414.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21468,31620,0,0,0,0,0
AT5G58250.1,0,0,0,0,463.98,0,0,0,0,0,2951.5,0,0,0,4185.3,0,0,0,0,0,65.802,0,0,107.76,0,0,0,0,0,0,0,0,30486,22445,472.96,0,0,0
AT1G06130.2;AT1G06130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,27169,37238,0,0,0,0,0
AT3G47050.2;AT3G47050.1,0,0,0,0,512.63,0,0,0,0,0,0,0,0,0,0,0,0,5183.3,0,0,10597,3233.4,0,0,0,0,0,0,0,0,0,3890.9,52599,17664,32963,5735.4,4048.5,0
AT4G14710.4;AT4G14710.2;AT4G14710.1;AT4G14710.3;AT4G14710.5;AT4G14716.1,257.74,0,0,0,0,0,0,0,960.56,0,0,0,0,2244.5,0,0,0,869.87,0,0,0,0,0,0,0,0,0,0,0,25166,2388.9,51458,52898,11339,4365,0,0,0
AT4G14890.1,0,0,0,0,0,2753.9,0,0,0,0,0,0,0,0,0,0,0,787.78,569.38,0,0,0,0,0,0,0,0,0,6479.6,0,0,53853,106130,15948,22886,9009.7,0,0
AT4G25370.1,0,0,596.35,28.025,210.42,1966.7,1441.8,0,0,0,986.58,0,0,0,2719.3,0,0,0,1598.3,74.653,1204.7,5282.1,4110.3,4411.3,0,0,3826.9,1411.3,2511.9,18090,32.696,37470,123610,67879,14789,18429,14148,2561.3
AT2G27680.1,399.8,0,0,38785,422.77,15750,11235,16019,0,0,0,0,0,0,9790.8,0,6077.9,1120.4,0,0,3069.4,14870,6501.4,0,0,3795.1,0,9983,29454,62073,4762.7,65400,90639,27.742,0,1783.1,66.322,0
AT1G24020.2;AT1G24020.1,302.48,0,32.365,0,0,0,0,0,0,0,0,1851.7,1677,0,1127.6,7519.2,212.49,0,0,1030.9,4627.2,0,0,0,1231.9,0,0,0,590.85,419.58,567.98,186380,226950,128350,87140,10172,9862,7227.2
AT5G20010.1;AT5G55190.1;AT5G20020.1,131.51,49.246,57.53,10355,678.03,1305.9,31.884,3989.5,0,0,0,861.16,1323.7,0,6238.7,3309.8,2040.7,0,0,1061.3,0,0,0,0,1832.2,16371,488.5,0,806.01,0,0,108200,288730,276210,207990,158290,64595,22759
AT4G21280.1;AT4G21280.2,0,0,0,0,378.36,2530.3,33139,5702.1,0,1282.9,0,1978.7,0,0,0,0,3788,0,0,0,1771.6,5097.9,929.73,0,0,0,3463.5,5564.9,0,804.94,154.86,70917,583450,353750,350120,124160,122600,78691
AT5G16710.1,191.77,0,1705.8,4677.4,0,4910.4,0,2018.3,558.74,0,28910,8695.4,0,0,0,2759.1,2752.5,777.35,0,7398.2,2371.3,9700.5,3115.6,9744.1,13094,18607,67012,162780,300680,350390,45897,562260,644750,183570,71330,26525,0,21865
AT5G12320.1,0,0,0,0,0,0,29.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.6,0,0,0,0
AT1G53520.1,0,0,0,0,0,0,0,2040.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.55,0,0,0,0,13895,28222,33504,13138,0,0,0
AT1G73530.1,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.07,0,9347.9,5788.6,7544.4,0
AT2G23350.1;AT1G22760.1;AT1G71770.2;AT1G71770.1,187.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6964.3,0,0,0,0,5340.5,0,1219.5,3688.6,0,0,0,1330,3438.8,1278.8,0,4299.7,3750.8,10840,0,0,1598.7
AT5G15970.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.065,0,0,0,251.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.9,2791,20736,6100.2,12828,906.64
AT2G20260.1,0,0,0,11109,0,7217.9,2580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.6,0,0,0,0,874.91,14198,6324.9,21398,17664,10656,10281
AT1G62820.1,0,54.791,141.78,0,0,0,1628.3,0,0,0,0,2404.4,21418,0,7395.8,9418.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12522,40729,34179,43587,7609.8,0,0
AT1G17100.1,0,0,0,1257.7,0,1802.6,0,362.08,283.13,2911.7,0,816.3,1685.1,0,0,0,0,0,0,1549.7,0,54.835,2901.5,522.9,0,0,3192.2,0,934,0,0,2603.6,29119,72118,74565,86611,13744,23976
AT1G54630.1;AT1G54630.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097.3,24.548,0,0,1445.8,0,0,0,67.513,0,0,0,0,75.023,6121.7,0,2856.9,111190,111700,123200,128480,69987,21214
AT2G01755.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398.2,0,0,0,0,949.55,0,0,1266.4,0,0,0,0,0,0,0,0,2429.8,0,0,2593.9,6576.8,0
AT4G26840.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27575,0
AT5G58070.1,0,0,0,0,0,0,0,0,8541.4,5914,0,0,9713.8,0,0,0,0,0,0,0,0,0,0,0,0,0,10191,0,0,0,0,0,0,5409.5,7722.6,0,13290,9732
AT3G54900.1,0,0,0,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16716,32891,21057
AT3G05020.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37252,40107,0
AT5G55160.1;AT5G55160.2,0,0,0,0,0,168.34,84.168,2926.6,0,0,260.39,0,0,1227.5,1532.8,0,0,0,910.92,0,0,0,0,1092.9,0,0,0,1401.4,0,0,0,2797.2,0,2216,30170,58120,83265,41081
AT2G19760.1,251.68,28.089,0,3099.4,127.62,0,0,1875,0,0,0,0,0,7136.2,5087.9,0,0,0,0,0,0,0,3110.8,0,0,3214,849.69,1530.2,0,0,0,0,0,4425,105640,127540,152190,101220
AT1G20340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45678,142780,303810,464240,340400
AT4G29350.1,583.46,0,0,0,240.67,2806.5,0,11361,0,0,2454.9,9251.9,11182,11572,0,0,2261.9,0,867.98,5311.9,16017,0,0,0,14974,0,11481,6709.8,5363.1,12648,0,6739.5,6308.6,41637,155300,508700,601940,294030
AT2G21660.1;AT2G21660.2,74.735,0,719.85,9173.4,131.16,28.025,4019.4,7048.6,2281.2,0,1780.2,0,0,3165.3,34.371,8269.6,3701.3,0,0,1763.9,4698.8,629.15,3206.7,0,2742.5,9471,10770,14018,0,0,1379.7,22022,135920,297490,470970,515220,655170,539430
AT5G42980.1,0,0,0,2702.1,0,0,3736.9,0,0,1375.5,0,0,0,3568.6,0,0,0,0,1149.1,3688.9,0,7817.2,0,1615.6,0,0,2281.8,0,0,4146.6,0,0,23529,166600,533520,746880,837110,479030
AT3G56070.2;AT3G56070.1,0,0,0,1373.2,0,71.842,364.56,0,0,0,0,4319.3,9566.7,0,4540,0,0,735.15,0,0,0,0,0,0,2682.1,0,0,0,0,4080,0,0,0,0,7126.4,47005,130600,240510
AT3G55070.2;AT3G55070.1,0,0,0,0,0,1476.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G24780.1;AT5G24770.1;AT5G24780.2,0,0,0,51553,0,8754.8,0,0,0,0,0,0,0,0,14339,17389,0,0,0,0,19293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16390.2;AT5G16390.1;AT5G15530.1,0,45.209,0,50663,3367.3,46952,23556,5463.2,0,1662.3,1424.2,0,3556.9,3077,0,0,2232.1,0,0,0,0,3300.5,0,14331,5997.5,0,10632,18362,10061,17344,0,0,4559,0,0,9711,0,0
AT5G14320.1;AT5G14320.2,188.5,0,0,129160,649.06,10836,68947,11138,0,0,5357.4,27551,45669,48238,14331,0,0,1063.4,800.59,4440.3,0,3238.2,0,0,0,0,1830.4,3078.3,0,0,0,1464.3,0,0,0,831.25,0,1298.1
AT1G10700.1,0,0,0,0,0,8369.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G02740.2;AT2G02740.1,0,0,0,273.95,0,10229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G35800.1,0,0,0,0,0,12427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G25350.1;AT1G25350.2,0,0,0,0,0,15500,0,0,0,0,0,0,0,0,0,0,3737.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G07590.2;AT3G07590.1;AT4G02840.1;AT4G02840.2,0,0,0,0,0,10791,0,3410.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881.8,0,472.43,0,0,0,0,0,0,0
AT3G60770.1,0,0,0,2487.2,0,12967,1849.1,0,0,0,0,0,761.45,0,0,0,0,0,0,0,0,1547.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G76010.1,0,0,0,3495,0,16836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G64270.1,0,0,0,3206.2,0,12605,5080.6,0,0,0,0,3248.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795.4,0,0,0,0,0,0,0
AT2G39800.2;AT2G39800.3;AT2G39800.4;AT2G39800.1,0,0,0,12390,0,23304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G19006.1,0,0,441.11,18432,0,26468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20890.1,0,0,0,9331,0,14616,10529,3617.9,3310.9,1396.3,0,1922.8,0,0,0,0,1396.3,0,0,0,0,0,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G45620.1;AT5G45620.2,0,0,0,25787,0,28347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G05780.1;AT5G05780.2;AT3G11270.1;AT3G11270.2,0,0,0,23146,693.25,26561,0,0,0,0,0,0,0,1567.4,0,0,0,0,0,0,0,0,0,4003.2,0,5247.8,0,0,0,0,0,199.72,0,0,0,0,0,0
AT5G49460.1,0,0,0,0,0,26000,0,0,0,0,0,0,0,5277.9,0,5761.4,0,0,0,0,0,0,0,0,0,0,0,5404.5,0,0,0,7024.1,18442,0,0,0,0,0
AT3G03960.1,86.365,0,0,28289,0,36510,0,0,0,0,0,0,0,0,2503.2,0,0,0,0,0,0,6673.4,6013.1,5953.9,2223.6,0,0,0,0,0,0,0,0,0,0,0,841.71,1522.2
AT3G20050.1,0,101.87,0,28203,0,51401,13974,0,0,0,2801.8,0,0,3364.9,0,0,0,0,1562.6,3221.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53750.1,0,0,0,47375,0,53905,0,1441.4,0,0,0,0,0,0,4039.9,0,0,0,0,0,0,0,0,0,0,12807,0,0,0,0,0,0,0,0,0,0,1583.4,0
AT5G59850.1;AT1G07770.2;AT1G07770.1;AT2G39590.1,0,0,0,63990,4013.7,81114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G34670.1,0,0,0,33484,0,39631,4528.6,0,17259,0,0,18150,20828,12614,6429.9,2691.8,0,0,543.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G10620.1,0,0,0,22354,0,28884,3104.3,0,0,0,0,16300,20464,2614.6,22774,22523,0,0,0,0,23446,0,0,0,0,0,0,0,0,2225.9,0,0,17727,28563,0,0,0,0
AT5G35360.1;AT5G35360.3;AT5G35360.2,0,0,0,52872,986.34,81522,68308,0,1839.2,0,3922,4167.6,4491.7,6333.8,8013.4,0,1860.2,0,0,0,0,0,5747.3,0,0,0,0,0,1447.9,0,0,0,0,16646,0,4122.9,8720.6,0
AT2G42910.1,0,0,0,68367,0,126640,70688,0,0,0,0,2293.3,0,8620.4,0,0,0,0,0,0,35.252,0,0,0,17823,0,2498.6,0,0,0,642.62,0,0,0,1656.9,0,0,0
AT1G20200.1,126.59,44.264,0,132080,992.07,146770,8143.4,0,0,3704.4,0,0,0,7702.7,0,0,1653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,84.168,0,0,0,0,0,0,1574.1
AT2G20580.1,408.03,0,0,147030,1853,178440,27506,0,1629.8,2353.4,0,0,8644.8,50.477,0,0,0,0,0,3080,6635.4,36090,0,0,2320.2,4679.8,8457.6,0,0,5687.9,0,2352.5,4969.3,0,0,0,0,1498.2
AT5G61780.1,0,0,0,104280,1309.8,183500,151480,8271.2,6038.5,0,0,3336.2,8392,3763.9,0,2255.1,3641.7,0,1426.9,0,0,5598,0,7635.2,2990.6,0,1881.2,0,0,6023.7,0,8245.6,0,1564.8,0,0,0,0
AT3G44310.3;AT3G44310.1;AT3G44310.2,103.62,0,1212,478730,27655,576450,458940,99967,25687,2430.9,3635.2,0,15469,37694,15619,4506,5568.8,0,0,3436.4,0,13093,1748.2,3457.3,0,20284,5306,41.127,2392.7,1982.2,0,6605.4,1227.6,2941.3,1650.2,0,0,1877.8
AT5G60390.3;AT5G60390.1;AT1G07940.2;AT1G07940.1;AT1G07930.1;AT1G07920.1;AT1G07930.2;AT5G60390.2,3949.3,0,16031,646460,18192,1038400,874690,121470,87512,16184,20880,11450,15861,6340.1,9728.7,6503.5,17098,2596,1867.7,1055.8,0,17426,1399,2301.9,0,868.33,0,0,2134.7,2984,0,4232,0,2492.5,0,0,0,0
AT2G47940.2;AT2G47940.1,0,0,0,0,0,0,0,0,0,0,7811.3,0,1917,13096,0,10404,5137.4,0,0,9078,0,0,0,0,599.44,0,0,0,0,0,0,975.15,0,0,0,1136.7,0,0
AT3G55410.1,83.223,33.214,0,15684,245.79,0,72.273,1884.3,0,1164,0,0,0,4672.8,38951,14741,1356.1,0,0,0,0,0,0,0,704.55,0,0,0,5094.3,0,0,0,0,0,0,0,0,0
AT1G10760.1;AT4G24450.1,0,0,0,0,0,0,0,0,0,0,0,0,0,15758,87909,146500,20533,0,0,68885,8305.1,7617.2,3210.6,0,0,0,0,0,12302,4647.7,0,8839.2,0,0,0,0,0,0
AT3G51780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G49970.1;AT5G49970.2,0,0,815.78,0,0,0,0,0,0,1708,0,0,0,9347.1,0,0,0,0,0,25532,2617.6,1003.7,0,0,0,0,410.27,0,0,0,0,20.495,2851.4,0,0,0,0,0
AT3G07390.1,0,0,0,1292.3,0,33.411,0,0,0,0,0,0,0,8052.2,14523,24473,9514.9,0,0,47535,18173,30925,10246,11009,0,4658.4,3563,6169,0,0,0,0,6459,0,2269.5,0,0,0
AT2G42690.1,0,59.868,0,0,0,0,0,0,0,0,11195,0,0,0,0,0,19859,0,6448.1,198310,65383,45283,0,0,0,0,0,0,0,0,1003,0,833.15,0,0,0,0,0
AT1G43670.1,263.51,0,0,11349,0,13299,1659.6,0,0,1360.4,3300.3,3341.7,2524.5,3160.4,18278,212550,322890,28089,50559,407650,112990,58662,195650,34975,21897,10402,9040,8471.4,0,0,0,739.98,5523.4,42.539,0,1357.8,0,0
AT3G60750.1;AT3G60750.2;AT2G45290.1,410.67,0,2586.6,17215,914.77,21450,11912,3099.6,5284.3,2555.8,190.72,2634.1,15635,20267,306200,2291300,4599600,524300,1281200,6312000,4353700,1117500,434260,129150,21156,22410,25047,12021,7865.7,15127,2432.5,317.48,22015,6766.4,1838,12586,15113,2878.1
AT1G08200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25196,12173,10220,4226.2,3359.7,0,0,0,1049.7,0,0,0,0,0,0,0,0,0
AT4G29680.1,0,0,0,0,0,0,0,2375.7,0,0,0,0,0,0,0,0,0,0,0,14361,25132,22941,0,9157.2,0,0,8064,0,7601.4,3974.3,0,0,0,0,0,0,0,0
AT4G11260.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0
AT3G48560.1,0,70.638,0,350.37,0,0,329.33,0,0,0,0,0,0,0,0,4840.8,0,0,0,6976.7,396.38,7675.6,0,0,0,0,0,0,0,0,0,0,0,905.93,0,0,0,0
AT1G09155.1,0,0,0,0,0,0,0,0,0,2835.6,0,0,0,6417.4,0,0,0,0,0,31885,25104,45458,0,0,0,0,0,0,12514,6185.3,0,0,0,0,0,0,0,0
AT1G23820.1;AT1G23820.2,0,0,622.7,0,0,1951.5,0,3183.9,0,0,0,0,6630.4,0,0,0,0,0,0,100680,160510,188390,14641,41724,0,11020,0,0,0,0,386.1,0,0,0,0,0,2363.7,0
AT1G62660.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.74,0,11135,3018.9,2384.3,5784.3,0,0,0,0,0,0,0,0,0,0,0,0
AT5G43060.1,0,0,0,61.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4444.2,0,7494.6,11497,3379,0,0,0,0
AT4G04040.1;AT1G12000.1,0,0,0,37.233,0,0,1777.9,0,0,0,0,0,0,0,0,0,0,0,610.36,3606,9985.9,7421.4,17227,13517,2863,1371.9,0,0,0,0,0,0,0,0,0,60.45,31.914,0
AT2G45250.1,0,0,0,1424.2,0,0,0,1340.4,0,0,0,1607.7,0,0,0,0,0,521.26,0,2320.4,0,11284,45170,0,18707,0,0,0,0,0,0,901.57,0,0,0,0,0,0
AT5G67360.1,0,0,0,0,0,0,0,0,0,0,2068.7,0,0,0,0,0,0,785.09,0,1255.8,15535,21714,61607,5474.3,3691.1,0,0,1835,0,189.8,24.504,0,0,0,1324.9,0,0,0
AT3G17810.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4554.7,2770.1,3540.3,0,0,0,56.731,0,19141,26019,36279,4291.9,0,0,0,0,0,0,0,0,0,2669.7,0,0
AT5G38830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,501.01,0,0,0,0,0,0,0,0,0,0,1266.3,3647.2,2059.3,764.49,408.56,0,0,0,0,0,140.91,0,0,0
AT1G27130.1,0,0,0,0,0,7004.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37301,19541,27192,23393,0,0,0,2068.1,0,0,3045.8,0,0
AT4G11980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824.1,0,0,6790.2,3255.4,0,0,0,0,0,0,0,0,0,0
AT2G22250.1;AT2G22250.3;AT2G22250.2,0,0,0,0,247.56,5704.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807.1,0,3127.8,0,6563.9,2638.6,0,0,0,0,0,0,0,0,0,0
AT5G48480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4413.9,0,0,15599,15476,23762,0,0,0,465.14,0,0,0,0,2352.6,1862.9,0
AT2G35830.1;AT2G35830.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.98,0,0,1799.1,0,0,0,13987,17182,35899,56541,24907,7959.9,0,0,2973.2,0,0,0,0,0
AT3G59920.1,163.61,51.38,28.642,2662.4,0,0,1148.6,0,0,0,0,0,0,4152.4,4120,0,0,0,0,0,0,0,0,0,200.5,356.6,9331.1,24309,25611,7865.4,0,0,0,0,4115.9,0,0,0
AT2G24020.2;AT2G24020.1;AT4G30620.1,0,0,0,0,0,0,0,0,0,1802.5,0,0,0,0,0,0,1164.5,760.35,0,0,0,0,0,0,0,0,15171,3112.9,12867,20166,0,4164.2,0,0,1520.7,0,0,0
AT3G04610.1,0,34.574,31.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.4,0,847.05,0,1152,0,0
AT1G01050.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6546.7,0,0,0,1842.5,0,0,12451,0,37271,6032.5,30181,0,0,0,0
AT2G36230.1,0,0,0,0,0,0,0,0,0,1758.1,1524.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4960.2,2078.5,8047.2,12199,0,0,0,0,0
AT3G44620.1;AT3G44620.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.429,0,5898,0,0,25419,7922,3353.9,3386.9,0,0
AT1G10960.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71639,0,0,0,69731,36475
AT2G47400.1,0,0,0,0,290.64,201.02,18138,6137.3,0,0,0,1854.3,0,0,0,0,0,320.89,34.193,0,21469,622.05,19526,44865,268.48,24443,42460,93798,368660,473560,55717,1031000,1048100,17994,2728.8,1443.1,1215.1,556.59
AT5G05340.1,0,0,472.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.6,865.37,4905,1873.9,0,0,0
AT3G47070.1,0,0,645.51,0,419.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6645.8,6849.1,0,2377.1,0,0,0,0,0,0,347.51,18649,50629,92466,23719,51488,15162,8903.8
AT3G07460.1;AT3G07460.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.23,0,0,0,0,0,0,0,0,0,0,484.31,776.08,14237
AT4G00490.1,0,0,0,0,15.262,0,0,0,0,0,0,0,0,0,0,0,0,590.2,0,0,27692,156480,183570,119910,115760,15443,4696.6,0,3119.5,0,558.46,0,0,0,1555.8,0,0,0
AT2G32090.2;AT2G32090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6739.5,5034.8,0,0,0,0,0,0,0,0,0,0,0,0,5099.5,0,6813.4,0,0,0,0
AT3G17020.1,0,0,0,0,0,0,8196.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G80410.1;AT1G80410.2,0,0,365.52,0,0,4069.7,7753.6,0,0,0,0,0,5784.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATCG01110.1,0,0,0,8996.7,0,16117,19634,2391.9,0,0,0,0,0,0,12032,3581.5,1879.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G72610.1,0,0,0,20216,0,16705,27782,0,0,0,0,0,0,1718.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4077.5,0,0,0,0,0
AT1G15930.2;AT1G15930.1,224.46,0,0,20339,2474.2,29066,31040,14800,0,0,0,1384.1,0,0,2046.6,8895.5,0,1004.6,697.7,0,3051.8,2020.7,0,0,0,0,0,0,0,0,539.5,0,0,0,0,0,0,0
AT2G22780.1,0,0,0,0,0,8718.4,31968,13598,0,1206.4,0,0,11596,0,0,0,0,0,0,0,0,0,0,0,11195,11922,26976,15716,0,0,0,0,0,0,0,0,0,0
