Protein IDs,Bio2_proteinGroups_F28,Bio2_proteinGroups_F29,Bio2_proteinGroups_F30,Bio2_proteinGroups_F31,Bio2_proteinGroups_F32,Bio2_proteinGroups_F33,Bio2_proteinGroups_F34,Bio2_proteinGroups_F35,Bio2_proteinGroups_F36,Bio2_proteinGroups_F37,Bio2_proteinGroups_F38,Bio2_proteinGroups_F39,Bio2_proteinGroups_F40,Bio2_proteinGroups_F41,Bio2_proteinGroups_F42,Bio2_proteinGroups_F43,Bio2_proteinGroups_F44,Bio2_proteinGroups_F45,Bio2_proteinGroups_F46,Bio2_proteinGroups_F47,Bio2_proteinGroups_F48,Bio2_proteinGroups_F49,Bio2_proteinGroups_F50,Bio2_proteinGroups_F51,Bio2_proteinGroups_F52,Bio2_proteinGroups_F53,Bio2_proteinGroups_F54,Bio2_proteinGroups_F55,Bio2_proteinGroups_F56,Bio2_proteinGroups_F57,Bio2_proteinGroups_F58,Bio2_proteinGroups_F59,Bio2_proteinGroups_F60,Bio2_proteinGroups_F61,Bio2_proteinGroups_F62,Bio2_proteinGroups_F63,Bio2_proteinGroups_F64,Bio2_proteinGroups_F65
AT5G08260.1,0,0,13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G08280.1,0,416.89,14282,28.025,0,0,62.139,4153.1,318.55,171.05,4276.3,0,18.684,0,32.696,51.394,168.43,109.2,273,22.774,133.51,0,0,0,0,6753.1,12088,137490,150250,117760,104010,8575.2,0,0,0,0,4348.6,18.684
AT5G08300.1;AT5G23250.2,0,0,0,0,0,114.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8850.2,0,32818,0,5741.1,2986.6,0,0,0,0,0,0,3338.5,5907.2,0,0,0
AT5G08380.1,0,1021.8,0,0,0,0,0,0,1292.8,0,1425.3,0,136.44,0,0,0,18870,8408.6,95379,12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.03,0,0,0
AT5G08410.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753.1,0,0,0,0,0,0,0,0,3711.2,0,87727,34866,37366,6214.9,0,0,0,0,0,0,0
AT5G08690.1;AT5G08670.1;AT5G08680.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G09590.1;AT4G32208.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G09650.1,138.32,61.259,234.58,977.74,21.778,761.12,170.05,2477.8,2113.5,0,184.54,2686.8,27.741,4335.6,619.28,3666.1,0,29.037,0,844.57,0,4554.5,0,7117.3,20445,2684.5,0,7622,33391,287260,529520,427970,368680,120010,35611,11007,55089,4129.3
AT5G09660.2;AT5G09660.1;AT5G09660.3;AT5G09660.4,1392.6,3569.4,3363100,48352,13969,1145.6,439260,96376,10737,3947.3,2037.5,8672.5,230.84,26731,0,8233,11228,305.5,9465.1,7218.1,358.46,0,27133,344660,536510,781660,519230,674280,608620,692630,528530,295750,133310,38772,38858,15609,19044,11051
AT5G09810.1;AT5G59370.2;AT5G59370.1;AT3G46520.1,852.56,3773.4,1179600,5823,752.93,1823.1,148190,1405.6,11691,297.86,5772.3,10347,0,11761,208.89,2042.7,9482.3,1439.5,28751,137.2,385.74,2893.8,4252.9,672.59,3301.9,0,1461.1,0,0,0,0,1353.5,0,0,0,0,0,1979.9
AT5G09830.1,0,36.823,0,0,0,0,0,0,0,0,21.042,0,50.214,0,0,0,0,50.214,0,60.722,0,23.355,0,0,0,0,0,0,0,0,0,1363.7,0,0,37.661,2556.9,18630,7778.9
AT5G09900.2;AT5G09900.1;AT5G09900.3;AT5G64760.2;AT5G64760.1,461.34,0,120740,2724.4,1342.1,0,30485,3293,0,1045.7,0,0,0,0,0,1319.8,0,2783.5,0,721.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G10330.3;AT1G71920.3;AT1G71920.1;AT5G10330.2;AT5G10330.1;AT1G71920.2,231.79,0,0,0,0,0,29.197,0,0,0,0,2006.2,0,0,0,0,0,0,0,0,0,0,5762.5,0,0,0,0,1566.6,8105.9,0,1062.4,0,0,0,0,101.75,0,830.36
AT5G10360.1;AT5G10360.2,154.89,0,169690,7405.2,6458.5,1613.6,33550,1309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,0,0,0,0,0,145.28
AT5G10450.2;AT5G10450.1;AT5G10450.3;AT5G10450.4,0,179.46,7150.5,671.39,0,0,28.642,0,1502.2,0,0,0,300.74,0,0,0,0,5239,12226,72319,13079,68404,26635,9510,4503.5,818.4,0,1491.2,1582.1,0,0,2636.2,0,0,0,0,1622.6,0
AT5G10460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19083,0,0,0,0,0,0,0
AT5G10540.1,0,0,0,0,0,0,27.741,0,0,0,0,0,0,0,50.859,0,8682.7,0,3824.5,0,82.373,3636.5,31447,12083,0,1569.2,11504,0,0,0,0,0,2495.8,0,362.2,0,0,0
AT5G10560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.18,0,1047.8,0,0,0,0,16238,6966.6,5014.8,0,0,0,0,0,0,0,0,10857,15398,0,20424
AT5G10920.1,0,0,15826,117.01,192.35,148.92,0,0,0,0,0,0,0,11316,0,7585,26763,3428.4,10125,836.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G11200.1;AT5G11170.1;AT5G11200.3;AT5G11200.2;AT5G11170.2,0,0,8205.6,0,0,0,0,0,0,0,0,0,33.411,0,0,32.365,0,0,0,0,0,0,814.59,54644,61287,601.05,29225,4614.3,0,0,0,0,4099.9,3720.8,0,0,0,0
AT5G11330.1;AT5G11330.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.29,0,0,0,0,0,0,0,2424.1,0,4702.1,0,11904,0,0,0,0,0,0,0,0,0
AT5G11340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4114.5,6540.8,0,0
AT5G11520.1,0,0,0,0,0,0,27.043,0,0,0,0,0,0,0,0,0,0,0,0,0,101.41,0,0,21206,25020,25993,10591,2866.5,0,0,0,0,0,0,0,0,2613.7,0
AT5G11670.1;AT5G25880.1,0,1620.1,6833.5,723.74,205.27,607.63,111.32,0,0,0,2934.3,9437.9,2876.8,740450,4256.6,20398,15276,2057.1,0,0,256.17,0,0,3263,1482.1,1817,0,0,3328.2,0,3693.5,2026.7,0,0,0,1116.3,0,0
AT5G11880.1,0,741.55,0,89.493,244.69,93.136,30.778,2532.2,18.467,0,0,0,0,0,319.72,0,3873.5,431.49,0,13516,2412.2,47649,63941,40110,33528,21907,10910,4246.7,2008.9,7842.3,0,0,0,0,0,5461.1,5223,0
AT5G12040.1;AT5G12040.2,0,0,0,0,153.29,28.089,0,0,0,0,0,0,0,4148.9,0,0,1420.8,0,0,0,116.94,0,0,0,19880,30896,16346,5746.2,5745.8,688.18,599.33,0,0,602.51,0,0,0,0
AT5G12140.1,316.95,0,19347,0,0,62.4,40.052,2497.4,20.8,0,0,0,223.18,0,62.5,1128.5,5840.6,0,0,7578.8,0,7911.8,3903,2848.3,9405.4,4942.5,0,7558.8,0,1435.1,0,6932.5,65124,136380,402440,352490,247330,67872
AT5G12200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4394.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0
AT5G12250.1,0,0,315660,0,18.467,172.59,0,0,0,0,0,0,0,0,133.42,248.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.9,0,0,0,0,0
AT5G12320.1,0,0,0,0,0,0,0,0,0,0,35.99,0,0,201.09,0,0,0,0,0,33.543,0,0,0,0,0,284.67,0,0,0,0,0,1020,0,629.98,0,0,0,0
AT5G12950.1;AT5G12960.1,0,0,0,0,16.853,0,0,0,0,0,0,0,0,3393.1,0,2893.8,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918.3,0,0,0,0
AT5G13030.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.266,7898.6,16445,20332,10986,0,3233.8,2050.3,2884.9,0,0,0,0,0,0,0,0,0
AT5G13120.2;AT5G13120.1,0,0,0,0,0,0,0,0,0,0,0,0,105.03,0,0,0,0,845.76,0,0,0,0,3164,0,0,0,1645.6,0,0,37.941,31.617,0,1845.4,4833.8,18228,39338,80241,25276
AT5G13370.1;AT5G13350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.6,0,0,0,999.23,0,0,0,0,0,12692,8355.7,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G13420.1,0,0,37.367,0,32.696,0,0,37.661,0,0,0,0,0,0,0,0,0,0,0,0,32.696,6677.7,0,0,0,0,15967,27709,21212,23875,0,0,0,0,0,0,0,1967
AT5G13510.1,525.46,0,523390,4484.3,626.28,244.82,3572.1,0,1375.5,0,1655,7489.8,0,0,0,0,0,0,0,1070.8,0,0,0,0,0,0,0,0,0,0,0,1533.7,0,0,0,4925.4,0,0
AT5G13520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4437.6,0,0,0,5769.7,0,0,0,0,1856.3,0,0,0,0,0,0,0
AT5G13650.1;AT5G13650.2,1222.3,0,116630,0,0,0,16084,4294.6,0,0,202.31,2169.9,0,0,0,746.02,0,0,0,0,0,3491.5,0,4419.6,11180,0,0,0,0,2043.7,0,2229.3,0,0,0,0,0,0
AT5G13690.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9131.3,15744,7646.8,0,0,0,0,0,0,0,0,0,0,0,3034.6,0
AT5G13980.2;AT5G13980.1;AT5G13980.3,0,0,0,0,74.772,0,0,0,873.31,1123.9,0,68.861,308.29,207440,389.3,5128.7,0,32.451,0,0,0,0,1769.8,1865.9,0,0,0,0,0,0,0,0,0,0,0,469.19,0,0
AT5G14260.3;AT5G14260.2;AT5G14260.1,355.61,0,13908,0,0,0,0,0,0,0,84.501,0,0,0,32.12,0,0,0,0,0,0,2172.9,30177,106580,69987,58480,14357,13027,0,0,0,2795.8,0,0,0,0,0,1025.2
AT5G14320.1;AT5G14320.2,270.06,0,152430,3062.1,1836.8,413.77,244350,45260,0,2441.5,0,0,45.548,0,237.16,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,2973.1,2597.4,0,0,0,0,0
AT5G14590.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,6528.8,0,22592,20149,0,0,0,0,0,0,0,0,0,0,2929.6,0,0,0,52.102
AT5G14660.2;AT5G14660.1,0,357.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744.9
AT5G14740.2;AT5G14740.1;AT5G14740.5;AT5G14740.4;AT5G14740.3,1830.8,3842.4,46631,0,273.82,491.9,6896.1,5996.3,193.29,4196.1,62503,475940,96153,1009700,51212,144660,127820,13339,36483,11447,161.71,29314,62693,216220,124860,96503,54041,25252,16073,248.94,21973,632.95,1412,4440.8,4350.4,4368.8,18732,3686.2
AT5G14780.1,0,0,12843,0,0,0,0,1708,0,0,1463.3,0,0,0,276.68,0,0,178.13,0,0,554.76,3399.4,47703,198040,37703,49429,6335.5,5494.2,0,1575.1,210.03,2340.2,2136.9,0,0,0,0,116.98
AT5G14910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9162,0,0,20059,11166,7598.8,4322.2,0,0,0,0,0,9686.5,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15200.1;AT5G15200.2,0,386.54,75866,9375.5,2078.8,0,27228,4707.1,0,0,0,0,254.43,0,260.07,0,0,0,0,0,493.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.83,0
AT5G15450.1,0,0,0,0,235.21,0,0,0,0,0,0,0,0,29001,0,7269.8,24560,0,0,8785.1,0,0,0,2987.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1262
AT5G15650.1;AT5G16510.2;AT5G16510.1;AT5G50750.1,0,0,11339,43.609,0,0,20234,3582.7,0,0,0,0,0,4923,0,1918.1,2306.5,0,0,0,0,0,0,1796.5,0,1706.5,0,0,0,1715.1,0,385.21,0,0,0,0,0,0
AT5G15970.1,0,0,0,97.354,0,0,0,54.086,0,0,0,38.544,0,0,0,0,0,0,23.715,32.12,0,0,0,0,4945.9,0,0,0,0,0,2349.3,168.21,0,11500,27572,18579,111170,24724
AT5G16050.1,0,709.94,28.638,586.94,21.276,0,23.865,4359.1,0,0,0,1775.8,0,1420.6,0,0,0,4490.8,55973,104220,3465.6,85169,16949,3126.6,6943.8,0,0,806.94,2248,0,0,1459,0,1030.3,300.52,0,0,0
AT5G16130.1,0,0,22205,1802.6,0,0,17667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16390.2;AT5G16390.1;AT5G15530.1,0,0,14872,0,767.49,0,51613,0,0,929.01,0,0,45.787,0,0,0,0,0,0,0,23.579,0,0,0,0,3214.1,0,0,9026,13667,6550.6,0,166.23,0,0,0,18250,0
AT5G16400.1,0,0,0,0,0,318.5,4001.1,0,2614.8,1330,9021.8,2145,0,0,0,0,6206.9,5119.1,0,977.08,0,1284.9,1228.5,370.86,0,2207.9,0,0,0,61.088,36.653,20.8,7221.4,13121,36011,103550,143420,131930
AT5G16440.1,0,0,0,0,0,0,0,0,0,0,0,1749.8,0,1748.3,0,0,0,0,0,0,0,0,0,0,6150.9,7699.3,0,7850.7,18149,15667,20229,1495.5,4933.4,0,0,0,0,378.43
AT5G16710.1,0,289.33,67.814,63.494,113.97,364.54,5738.2,0,0,0,21.276,0,4018.3,5714.2,278.18,0,3812.5,2846.3,0,2464.1,445.52,0,5578.3,1644.9,2628.6,11239,1690.6,108300,171990,368680,508390,436140,224990,117820,40107,16227,13378,1606.1
AT5G16715.1,0,0,0,0,297.77,0,0,0,0,0,0,0,399,0,362.13,0,8176.9,29863,20404,18668,0,0,0,0,0,858.63,0,0,0,0,0,8849.4,0,0,0,0,0,0
AT5G16970.1;AT5G16980.1;AT5G16980.2,0,0,0,0,0,0,28.295,0,0,0,0,0,0,2928.6,98.121,17.626,0,0,0,0,0,48375,35741,104210,0,0,4214.1,0,0,0,0,0,0,3605,0,0,0,0
AT5G16990.1,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082,0,0,0,0,0,0,0,0,0,0,0,904.81,0,0
AT5G17050.1,0,0,0,0,0,0,0,0,0,0,0,0,32.451,0,0,0,0,0,0,0,21.634,0,1063.2,0,0,550.32,0,0,0,0,1042.7,0,0,0,0,0,0,0
AT5G17310.2;AT5G17310.1,0,0,0,97.923,56.706,0,15.6,1270.7,31.884,0,13.967,0,0,1656,277.84,0,0,281.53,984.11,1220.7,18.219,1023.3,4507.5,2527.9,44792,366750,388850,369330,105630,79349,73870,852.57,0,3444.6,0,0,1787.5,0
AT5G17380.1,0,0,7034.1,0,0,0,220.09,0,36.988,1779.3,0,0,0,1850.1,0,601.15,0,2985.9,15263,0,51.897,6725,3319.7,26512,2495.5,0,0,0,0,0,0,0,0,0,0,0,0,2272.8
AT5G17530.2;AT5G17530.1;AT5G17530.3,0,0,0,0,0,0,41.093,0,0,0,0,0,0,0,0,0,0,0,8295.3,0,0,0,0,44657,25877,31943,1763.4,0,0,0,0,3913.9,0,0,2250.5,0,0,1182.3
AT5G17560.1,0,0,0,0,0,946.94,49.401,0,0,0,0,0,0,5898.2,0,546.38,0,0,0,0,0,0,0,0,54.791,617.48,3835.3,4496,0,0,2663.8,0,0,0,9562.5,41694,110780,85758
AT5G17710.1;AT5G17710.2,0,0,0,0,0,0,228.32,0,5220.9,44.374,15109,11690,2423,64636,568.68,2808.4,0,0,0,0,112.98,0,0,357.8,0,0,0,0,0,4833.1,0,0,0,0,0,0,0,0
AT5G17990.1,0,0,123160,0,0,0,4648.6,0,0,0,0,1607.5,0,0,0,0,0,1428.9,0,1815,0,4603.4,0,0,0,2741.7,0,1910.9,0,0,0,0,0,0,0,0,0,0
AT5G18170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,42775,561.18,0,0,0,0,0,0,0,0,0,0,0,0,2166.7,0,0,0,0,0,0,0,0,0,0
AT5G18380.2;AT5G18380.1;AT5G18380.3;AT3G04230.1,0,0,73186,642.06,0,0,1128.8,0,0,0,0,0,339.3,0,0,238.27,0,0,0,0,0,0,0,0,2079.7,0,0,0,0,3621,0,2632.6,0,0,0,0,0,0
AT5G19140.1;AT5G19140.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202.4,20206,18675,16671,0,8886,0,0,0,1607.7,0,0,0,0,4039.1
AT5G19220.1;AT2G21590.2;AT2G21590.1,981.75,0,3184.9,229.24,359.54,0,34215,108870,131140,190380,147930,22659,3073.5,117600,4454.5,179390,371960,115840,75345,16108,793.31,1840.3,8077.6,3344.6,5615.6,15418,7347.7,1084.2,7103.4,0,1442.6,6853,1891.9,1223.3,2446.9,0,8094.6,5500.6
AT5G19240.1,0,1185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024,11085,46877,17076,0,0,0,0,0,0,0
AT5G19440.1,0,0,0,31.884,36.438,0,60.257,0,0,27.329,20.95,1929.5,0,0,0,0,0,27.329,0,47.344,22.774,0,0,8234.5,0,0,0,0,9225.6,38613,36179,5464.6,1668.9,0,0,0,0,0
AT5G19510.1,426.39,0,20763,0,0,3638.8,435720,47684,0,0,2485.4,0,526.34,5194.1,0,619.63,46411,3898.1,1848.3,0,0,0,6208.8,0,0,0,0,0,0,0,0,0,2447.2,0,0,0,0,3657.5
AT5G19550.1,0,0,31.647,0,27.126,0,0,0,20.495,0,185.9,0,85.763,0,36.4,21.634,2790.8,0,0,0,26,19892,18298,43153,8384.7,1883.5,972.92,0,0,0,0,0,0,0,0,741,0,112300
AT5G19780.1;AT5G19770.1,0,798.9,512900,2272.4,125.23,0,63670,19392,10369,0,1201,0,117.78,20079,0,2243.4,15876,4527,0,8634.1,398.13,22083,7669.3,3183.6,0,0,0,0,0,1041.9,0,0,0,0,0,0,0,758.35
AT5G20000.1;AT5G19990.1,717.02,3319.1,116540,0,0,0,16249,0,0,0,0,0,0,0,223.13,0,0,0,2429.8,0,0,0,0,0,0,0,0,0,3207.1,0,0,0,0,0,0,0,0,0
AT5G20010.1;AT5G55190.1;AT5G20020.1,36.438,1260.8,16090,117.87,84.293,140.39,110.46,1478,14541,54.658,109.39,29.073,159.82,214.41,293.51,26.194,0,3613.2,1732.4,11262,0,3752.8,0,0,0,1470.1,0,0,0,1576,21026,92184,149650,167550,179710,92055,69380,1634
AT5G20080.1,0,0,0,0,0,0,0,0,0,0,0,888.28,0,0,0,0,1233.2,0,0,0,87.764,0,0,0,0,0,5153.9,12927,0,6194.7,10987,14684,3680.6,0,0,0,0,15190
AT5G20280.1,0,0,0,0,0,0,11528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20290.1;AT5G59240.1,0,271.35,325470,13570,3158,2035.8,59275,3310.1,9236.6,0,13325,4432.9,0,0,0,482.55,2322.6,1489,0,0,0,0,0,0,0,0,0,0,6891.5,0,0,0,3844,0,0,0,0,0
AT5G20500.1,0,0,0,0,23.994,0,0,0,0,0,0,0,196.59,0,0,196.98,0,0,0,0,0,0,0,0,0,3868.8,0,0,0,0,456.69,0,0,0,3620.7,1782.1,55317,44740
AT5G20630.1,1042.7,1399.4,109310,0,0,0,0,0,0,0,0,0,0,0,134.15,0,46230,17127,170740,38256,933.8,87141,11174,0,6501.7,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20720.3;AT5G20720.2;AT5G20720.1,0,0,5938,496.29,31.2,0,4388.9,0,1379.6,1874.6,0,4361.6,562.64,0,347.37,20.8,3316.6,11344,337610,467350,38597,454850,294640,110420,90578,60539,9969,59600,51067,54147,35145,30238,21619,20432,26960,4026.4,23378,0
AT5G20890.1,0,343.18,85230,605.51,0,0,0,0,0,0,0,0,0,0,129.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20990.1,0,0,0,0,27.329,0,23985,5025.5,0,0,6106.2,3544,39.291,0,0,0,0,2263.6,0,0,0,0,6959.1,0,0,0,0,0,0,0,1118.2,0,0,0,0,0,0,0
AT5G21060.1;AT5G21060.2;AT5G21060.3,35.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498.2,3107.2,4703.2,3869.1,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G22510.1;AT1G56560.1;AT3G05820.1,0,0,0,0,0,0,0,10639,5666.6,0,0,0,0,0,0,0,0,0,2384.2,0,0,0,0,0,0,0,0,0,0,0,0,2554.5,1796.9,0,0,0,0,0
AT5G22580.1,0,0,37.233,0,101.06,122.11,1021.6,234.04,234.04,48.36,48.36,8067.5,0,1779.2,0,0,0,0,0,0,0,0,3995.8,0,0,0,0,7295.9,26574,61699,95417,55573,11963,1517.2,16574,0,0,0
AT5G22620.3;AT5G22620.2;AT5G22620.1,157.2,0,2327.9,0,0,0,0,0,278.63,0,0,0,0,1680.5,23.546,0,0,0,0,0,0,0,3141.7,896.65,1258.9,25895,13074,24170,13436,4028.9,0,0,0,0,0,0,0,19.092
AT5G22800.1,0,0,8670.4,0,0,0,5850.4,0,25.468,0,0,0,97.094,5440,0,2050.6,19764,745.35,1745.3,2221.4,0,0,14778,3396.2,0,0,0,0,0,0,0,3132.3,4695.6,0,0,0,0,0
AT5G23120.1,0,159.98,83087,0,23.355,135.46,0,2476.5,37.661,0,0,0,102.74,4142.1,0,29.755,0,0,0,0,326.96,2831.7,0,0,14370,1666.9,0,21746,15306,87303,160480,84063,7226.7,7408.8,0,357.5,3055.5,0
AT5G23310.1,0,0,0,0,0,0,0,3956.1,0,0,0,0,0,0,0,935.66,0,0,0,0,0,0,14975,11426,0,10959,0,0,0,0,0,0,0,0,0,0,0,0
AT5G23440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694.4,0,0,0,0,0,0,0,7312.4,17458,41772,59947,18548,0,0,0,0,0,0,0
AT5G23540.1;AT5G23540.2,0,0,114540,1189.7,2183.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610
AT5G23820.1,134.84,0,9134.8,205.38,23.865,0,0,0,23.865,0,0,0,38.184,0,0,28.638,0,0,2302.9,2180.5,23.865,0,0,0,0,998.64,0,0,2257,3246.4,12207,107750,74576,3996.8,6358.6,5810.4,0,0
AT5G24300.2;AT5G24300.1,0,0,4967.2,0,0,0,58.509,0,15.957,0,15.781,0,36.55,0,0,26.595,0,0,3063.7,0,0,0,9666.7,14598,10055,8759.8,0,2012.1,168.34,0,0,0,0,0,0,0,0,0
AT5G24400.1,0,174.2,0,297.69,49.007,0,0,0,0,0,0,0,399.94,0,0,0,364,0,0,0,0,9418.3,6267.3,0,2892.1,0,2627.5,4942.4,9973.2,42778,108390,77682,16318,0,0,0,0,3184.2
AT5G24460.1,0,0,0,0,0,0,0,0,0,0,0,0,28.089,0,22.471,0,0,0,0,0,0,0,0,0,0,0,0,0,10358,3272.8,17429,0,0,0,0,0,0,1414.3
AT5G24490.1,0,248.23,37780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269.6,0,0,0,11554,0,0,0,12991,0,0,10407,0,0,0,0,0,0,0
AT5G24780.1;AT5G24770.1;AT5G24780.2,0,0,18484,0,0,0,46655,0,0,0,0,0,0,0,0,0,24902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G25757.1;AT5G25754.1,0,0,31262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G25980.2;AT5G25980.3;AT5G25980.1,27578,52858,2326600,7132.8,3208.3,1514.3,771700,204530,30501,48083,50793,178670,1543.8,343400,2399.5,36428,119170,25161,35111,4006,691.93,4631.9,5965.6,3141.4,2582.2,3221.3,0,0,4471.1,2425.7,0,7133.9,5177.9,0,0,2141.1,0,2885.3
AT5G26000.2;AT5G26000.1,2624.1,20235,689300,6593.9,6330.2,2427.3,424180,235890,105890,46444,78778,137410,4393.2,297540,9262.7,454370,2436900,1394600,2193700,578480,18112,102200,32742,64160,53651,8124.8,6673.6,0,18523,14452,6566.8,6840.9,4809.4,869.82,5913.3,5455.3,0,15656
AT5G26210.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394.6,8643.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G26360.1,0,0,73850,0,0,0,0,0,0,0,0,0,526.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G26570.1;AT5G26570.2,0,0,5123,0,0,287.85,0,0,0,0,0,1017.1,0,2512.5,0,3503.2,22361,14871,71227,46363,0,332.73,1386.1,4257.1,0,0,0,0,1700.4,0,0,7026.6,0,0,0,0,0,0
AT5G26667.3;AT5G26667.2;AT5G26667.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11417,0,0,0,0,0,0,0,0,0,0,0,0,0,10836,5246.6,0,0,0,0,0,0
AT5G26710.1,0,0,152490,0,0,0,8893,0,1678.7,0,0,0,0,2753.6,0,0,0,0,0,707.44,0,0,0,0,0,0,0,0,0,0,0,1618.8,0,0,0,0,0,0
AT5G26742.3;AT5G26742.1;AT5G26742.2,0,0,199830,625.15,0,0,5454.9,3566,2898.5,0,0,132.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2325.6,0,0,0,0,0,0,0,0,0,0,0,72599
AT5G26830.1,490.44,0,70254,391.1,0,0,0,0,0,0,0,0,0,0,0,3826.8,0,0,1539.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3739.1
AT5G27380.1,0,0,3664.8,0,0,0,0,0,0,0,0,0,0,0,219.58,23.355,2963.9,840.22,28794,49375,23.355,4872.5,0,0,0,7748,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27470.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085.8,0,0,0,641.84,11423,7953.2,11634,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27640.1;AT5G27640.2,0,0,188930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.26,2813.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27770.1,0,0,192430,0,0,0,2031.9,0,0,0,0,0,208.09,2056.3,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339.3,0,1281.2,1535.5,0
AT5G27850.1,0,0,7122.7,0,0,0,0,0,0,0,0,0,183.3,0,0,0,0,0,1663.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
